Component,Source Plate Name,Source Well,Destination Well,Transfer Volume,Destination Plate Name,Source Plate Type
layer1-slat1_h2_staple_1,P3339_JL,A1,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_2,P3339_JL,A2,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_3,P3339_JL,A3,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_4,P3339_JL,A4,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_5,P3339_JL,A5,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_6,sw_src002,A6,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_7,sw_src002,A7,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_8,sw_src002,A8,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_9,sw_src002,A9,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_10,sw_src002,A10,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_11,sw_src002,A11,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_12,sw_src002,A12,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_13,sw_src002,A13,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_14,sw_src002,A14,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_15,sw_src002,A15,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_16,sw_src002,A16,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_17,sw_src002,B1,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_18,sw_src002,B2,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_19,sw_src002,B3,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_20,sw_src002,B4,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_21,sw_src002,B5,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_22,sw_src002,B6,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_23,sw_src002,B7,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_24,sw_src002,B8,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_25,sw_src002,B9,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_26,sw_src002,B10,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_27,sw_src002,B11,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_28,sw_src002,B12,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_29,sw_src002,B13,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_30,sw_src002,B14,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_31,sw_src002,B15,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h2_staple_32,sw_src002,B16,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_1,P3533_SW,A18,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_2,P3533_SW,C11,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_3,P3533_SW,D12,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_4,P3533_SW,F2,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_5,P3533_SW,F14,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_6,P3533_SW,H14,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_7,P3533_SW,I7,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_8,P3533_SW,K11,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_9,P3533_SW,L7,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_10,P3533_SW,M15,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_11,P3533_SW,N22,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_12,P3533_SW,O23,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_13,P3534_SW,A16,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_14,P3534_SW,B17,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_15,P3534_SW,C20,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_16,P3534_SW,F7,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_17,P3534_SW,G15,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_18,P3534_SW,H15,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_19,P3534_SW,I19,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_20,P3534_SW,J21,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_21,P3534_SW,K22,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_22,P3534_SW,M19,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_23,P3534_SW,O9,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_24,P3534_SW,P20,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_25,P3535_SW,A17,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_26,P3535_SW,C5,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_27,P3535_SW,D8,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_28,P3535_SW,F6,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_29,P3535_SW,F10,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_30,P3535_SW,G24,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_31,P3535_SW,J6,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat1_h5_staple_32,P3535_SW,K16,A1,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_1,P3339_JL,A6,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_2,P3339_JL,A7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_3,P3339_JL,A8,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_4,P3339_JL,A9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_5,P3339_JL,A10,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_6,sw_src002,A6,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_7,sw_src002,A7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_8,sw_src002,A8,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_9,sw_src002,A9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_10,sw_src002,A10,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_11,sw_src002,A11,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_12,sw_src002,A12,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_13,sw_src002,A13,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_14,sw_src002,A14,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_15,sw_src002,A15,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_16,sw_src002,A16,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_17,sw_src002,B1,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_18,sw_src002,B2,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_19,sw_src002,B3,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_20,sw_src002,B4,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_21,sw_src002,B5,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_22,sw_src002,B6,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_23,sw_src002,B7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_24,sw_src002,B8,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_25,sw_src002,B9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_26,sw_src002,B10,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_27,sw_src002,B11,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_28,sw_src002,B12,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_29,sw_src002,B13,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_30,sw_src002,B14,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_31,sw_src002,B15,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h2_staple_32,sw_src002,B16,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_1,P3533_SW,A7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_2,P3533_SW,B22,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_3,P3533_SW,D21,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_4,P3533_SW,F4,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_5,P3533_SW,F15,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_6,P3533_SW,H17,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_7,P3533_SW,J2,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_8,P3533_SW,J9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_9,P3533_SW,L12,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_10,P3533_SW,M12,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_11,P3533_SW,O2,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_12,P3533_SW,P24,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_13,P3534_SW,A4,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_14,P3534_SW,B19,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_15,P3534_SW,D4,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_16,P3534_SW,E11,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_17,P3534_SW,F9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_18,P3534_SW,H7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_19,P3534_SW,J1,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_20,P3534_SW,K13,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_21,P3534_SW,L15,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_22,P3534_SW,M15,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_23,P3534_SW,N19,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_24,P3534_SW,P12,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_25,P3535_SW,B4,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_26,P3535_SW,C14,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_27,P3535_SW,D7,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_28,P3535_SW,E14,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_29,P3535_SW,F10,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_30,P3535_SW,H3,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_31,P3535_SW,J1,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat2_h5_staple_32,P3535_SW,K9,A2,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_1,P3339_JL,A11,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_2,P3339_JL,A12,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_3,P3339_JL,B1,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_4,P3339_JL,B2,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_5,P3339_JL,B3,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_6,sw_src002,A6,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_7,sw_src002,A7,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_8,sw_src002,A8,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_9,sw_src002,A9,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_10,sw_src002,A10,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_11,sw_src002,A11,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_12,sw_src002,A12,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_13,sw_src002,A13,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_14,sw_src002,A14,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_15,sw_src002,A15,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_16,sw_src002,A16,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_17,sw_src002,B1,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_18,sw_src002,B2,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_19,sw_src002,B3,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_20,sw_src002,B4,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_21,sw_src002,B5,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_22,sw_src002,B6,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_23,sw_src002,B7,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_24,sw_src002,B8,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_25,sw_src002,B9,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_26,sw_src002,B10,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_27,sw_src002,B11,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_28,sw_src002,B12,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_29,sw_src002,B13,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_30,sw_src002,B14,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_31,sw_src002,B15,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h2_staple_32,sw_src002,B16,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_1,P3533_SW,A21,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_2,P3533_SW,B18,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_3,P3533_SW,D19,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_4,P3533_SW,E12,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_5,P3533_SW,F16,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_6,P3533_SW,H24,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_7,P3533_SW,J3,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_8,P3533_SW,J13,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_9,P3533_SW,L24,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_10,P3533_SW,N7,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_11,P3533_SW,N16,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_12,P3533_SW,O24,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_13,P3534_SW,A20,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_14,P3534_SW,B13,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_15,P3534_SW,D6,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_16,P3534_SW,F7,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_17,P3534_SW,F17,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_18,P3534_SW,H20,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_19,P3534_SW,J3,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_20,P3534_SW,J17,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_21,P3534_SW,L19,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_22,P3534_SW,M18,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_23,P3534_SW,N9,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_24,P3534_SW,P3,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_25,P3535_SW,A15,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_26,P3535_SW,B19,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_27,P3535_SW,D12,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_28,P3535_SW,E2,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_29,P3535_SW,F11,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_30,P3535_SW,G18,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_31,P3535_SW,I11,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat3_h5_staple_32,P3535_SW,J13,A3,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_1,P3339_JL,B4,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_2,P3339_JL,B5,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_3,P3339_JL,B6,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_4,P3339_JL,B7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_5,P3339_JL,B8,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_6,sw_src002,A6,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_7,sw_src002,A7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_8,sw_src002,A8,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_9,sw_src002,A9,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_10,sw_src002,A10,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_11,sw_src002,A11,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_12,sw_src002,A12,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_13,sw_src002,A13,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_14,sw_src002,A14,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_15,sw_src002,A15,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_16,sw_src002,A16,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_17,sw_src002,B1,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_18,sw_src002,B2,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_19,sw_src002,B3,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_20,sw_src002,B4,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_21,sw_src002,B5,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_22,sw_src002,B6,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_23,sw_src002,B7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_24,sw_src002,B8,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_25,sw_src002,B9,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_26,sw_src002,B10,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_27,sw_src002,B11,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_28,sw_src002,B12,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_29,sw_src002,B13,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_30,sw_src002,B14,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_31,sw_src002,B15,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h2_staple_32,sw_src002,B16,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_1,P3533_SW,A17,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_2,P3533_SW,B11,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_3,P3533_SW,D1,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_4,P3533_SW,E23,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_5,P3533_SW,F15,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_6,P3533_SW,H24,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_7,P3533_SW,I15,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_8,P3533_SW,J24,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_9,P3533_SW,L9,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_10,P3533_SW,N8,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_11,P3533_SW,N18,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_12,P3533_SW,P16,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_13,P3534_SW,A9,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_14,P3534_SW,C11,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_15,P3534_SW,D4,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_16,P3534_SW,E7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_17,P3534_SW,G1,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_18,P3534_SW,G20,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_19,P3534_SW,J1,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_20,P3534_SW,J10,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_21,P3534_SW,K24,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_22,P3534_SW,M8,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_23,P3534_SW,O9,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_24,P3534_SW,O18,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_25,P3535_SW,A18,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_26,P3535_SW,C10,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_27,P3535_SW,D24,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_28,P3535_SW,F4,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_29,P3535_SW,G4,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_30,P3535_SW,H7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_31,P3535_SW,J7,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat4_h5_staple_32,P3535_SW,K1,A4,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat5_h2_staple_1,P3339_JL,B9,A5,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat5_h2_staple_2,P3339_JL,B10,A5,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat5_h2_staple_3,P3339_JL,B11,A5,100,crisscross_design_plate_1,384PP_AQ_BP
layer1-slat5_h2_staple_4,P3339_JL,B12,A5,100,crisscross_design_plate_1,384PP_AQ_BP
